HOR.VER,name,description,start,end,referenceName,referenceDescription,referenceStart,referenceEnd,xOffset,yOffset,zOffset,pitch,roll,azimuth,referenceLatitude,referenceLongitude,referenceElevation,eastOffset,northOffset,xAzimuth,yAzimuth
"200.000",CFGLOC111062,"Teakettle 2 Creek 2d Wind","2010-01-01T00:00:00Z","2020-10-28T23:59:59Z",CFGLOC111062,"Teakettle 2 Creek 2d Wind","2010-01-01T00:00:00Z","2020-10-28T23:59:59Z",0.00,0.41,3.25,0.00,0.00,0.00,36.954665,-119.023774,2012.65,0.00,0.41,0.00,0.00
"200.000",CFGLOC111062,"Teakettle 2 Creek 2d Wind","2020-10-29T00:00:00Z","2021-03-30T23:59:59Z",CFGLOC111062,"Teakettle 2 Creek 2d Wind","2020-10-29T00:00:00Z","2021-03-30T23:59:59Z",0.00,0.41,3.25,0.00,0.00,270.00,36.954665,-119.023774,2012.65,0.00,0.41,0.00,0.00
"200.000",CFGLOC111062,"Teakettle 2 Creek 2d Wind","2021-03-31T00:00:00Z",,CFGLOC111062,"Teakettle 2 Creek 2d Wind","2021-03-31T00:00:00Z",,0.00,0.41,3.25,0.00,0.00,0.00,36.954665,-119.023774,2012.65,0.00,0.41,0.00,0.00
