HOR.VER,name,description,start,end,referenceName,referenceDescription,referenceStart,referenceEnd,xOffset,yOffset,zOffset,pitch,roll,azimuth,referenceLatitude,referenceLongitude,referenceElevation,eastOffset,northOffset,xAzimuth,yAzimuth
"000.010",CFGLOC100273,"Blandy 2D Wind L1","2014-09-01T00:00:00Z","2017-04-17T00:00:00Z",TOWER100265,"Blandy Tower","2010-01-01T00:00:00Z",,2.36,6.21,0.12,0.00,0.00,330.00,39.060272,-78.071633,182.71,1.06,-6.56,240.00,150.00
"000.010",CFGLOC100273,"Blandy 2D Wind L1","2017-04-17T00:00:00Z",,TOWER100265,"Blandy Tower","2010-01-01T00:00:00Z",,2.36,6.21,0.12,0.00,0.00,150.00,39.060272,-78.071633,182.71,1.06,-6.56,240.00,150.00
"000.020",CFGLOC100277,"Blandy 2D Wind L2","2014-09-01T00:00:00Z","2017-04-17T00:00:00Z",TOWER100265,"Blandy Tower","2010-01-01T00:00:00Z",,2.36,6.21,1.68,0.00,0.00,330.00,39.060272,-78.071633,182.71,1.06,-6.56,240.00,150.00
"000.020",CFGLOC100277,"Blandy 2D Wind L2","2017-04-17T00:00:00Z",,TOWER100265,"Blandy Tower","2010-01-01T00:00:00Z",,2.36,6.21,1.68,0.00,0.00,150.00,39.060272,-78.071633,182.71,1.06,-6.56,240.00,150.00
"000.030",CFGLOC100281,"Blandy 2D Wind L3","2014-09-01T00:00:00Z","2016-11-02T23:59:59Z",TOWER100265,"Blandy Tower","2010-01-01T00:00:00Z",,2.36,6.21,3.68,0.00,0.00,330.00,39.060272,-78.071633,182.71,1.06,-6.56,240.00,150.00
"000.030",CFGLOC100281,"Blandy 2D Wind L3","2016-11-03T00:00:00Z",,TOWER100265,"Blandy Tower","2010-01-01T00:00:00Z",,2.36,6.21,3.68,0.00,0.00,150.00,39.060272,-78.071633,182.71,1.06,-6.56,240.00,150.00
