HOR.VER,name,description,start,end,referenceName,referenceDescription,referenceStart,referenceEnd,xOffset,yOffset,zOffset,pitch,roll,azimuth,referenceLatitude,referenceLongitude,referenceElevation,eastOffset,northOffset,xAzimuth,yAzimuth
"000.010",CFGLOC100901,"Talladega National Forest 2D Wind L1","2010-01-01T00:00:00Z","2017-12-07T00:00:00Z",TOWER100876,"Talladega National Forest Tower","2010-01-01T00:00:00Z",,6.22,2.36,0.28,0.00,0.00,90.00,32.950461,-87.393269,166.19,-6.22,-2.36,270.00,180.00
"000.010",CFGLOC100901,"Talladega National Forest 2D Wind L1","2017-12-07T00:00:00Z","2021-12-07T20:00:00Z",TOWER100876,"Talladega National Forest Tower","2010-01-01T00:00:00Z",,6.22,2.36,0.28,0.00,0.00,270.00,32.950461,-87.393269,166.19,-6.22,-2.36,270.00,180.00
"000.010",CFGLOC100901,"Talladega National Forest 2D Wind L1","2021-12-07T20:00:00Z","2022-01-04T16:32:00Z",TOWER100876,"Talladega National Forest Tower","2010-01-01T00:00:00Z",,6.22,2.36,0.28,0.00,0.00,90.00,32.950461,-87.393269,166.19,-6.22,-2.36,270.00,180.00
"000.010",CFGLOC100901,"Talladega National Forest 2D Wind L1","2022-01-04T16:32:00Z",,TOWER100876,"Talladega National Forest Tower","2010-01-01T00:00:00Z",,6.22,2.36,0.28,0.00,0.00,270.00,32.950461,-87.393269,166.19,-6.22,-2.36,270.00,180.00
"000.020",CFGLOC100904,"Talladega National Forest 2D Wind L2","2010-01-01T00:00:00Z","2017-12-07T00:00:00Z",TOWER100876,"Talladega National Forest Tower","2010-01-01T00:00:00Z",,6.22,2.36,2.00,0.00,0.00,90.00,32.950461,-87.393269,166.19,-6.22,-2.36,270.00,180.00
"000.020",CFGLOC100904,"Talladega National Forest 2D Wind L2","2017-12-07T00:00:00Z",,TOWER100876,"Talladega National Forest Tower","2010-01-01T00:00:00Z",,6.22,2.36,2.00,0.00,0.00,270.00,32.950461,-87.393269,166.19,-6.22,-2.36,270.00,180.00
"000.030",CFGLOC100907,"Talladega National Forest 2D Wind L3","2010-01-01T00:00:00Z","2017-04-07T16:00:00Z",TOWER100876,"Talladega National Forest Tower","2010-01-01T00:00:00Z",,6.23,2.36,22.00,0.00,0.00,90.00,32.950461,-87.393269,166.19,-6.23,-2.36,270.00,180.00
"000.030",CFGLOC100907,"Talladega National Forest 2D Wind L3","2017-04-07T16:00:00Z",,TOWER100876,"Talladega National Forest Tower","2010-01-01T00:00:00Z",,6.23,2.36,22.00,0.00,0.00,270.00,32.950461,-87.393269,166.19,-6.23,-2.36,270.00,180.00
"000.040",CFGLOC100910,"Talladega National Forest 2D Wind L4","2010-01-01T00:00:00Z","2015-12-16T16:00:00Z",TOWER100876,"Talladega National Forest Tower","2010-01-01T00:00:00Z",,6.23,2.36,28.65,0.00,0.00,90.00,32.950461,-87.393269,166.19,-6.23,-2.36,270.00,180.00
"000.040",CFGLOC100910,"Talladega National Forest 2D Wind L4","2015-12-16T16:00:00Z","2016-06-08T15:00:00Z",TOWER100876,"Talladega National Forest Tower","2010-01-01T00:00:00Z",,6.23,2.36,28.65,0.00,0.00,270.00,32.950461,-87.393269,166.19,-6.23,-2.36,270.00,180.00
"000.040",CFGLOC100910,"Talladega National Forest 2D Wind L4","2016-06-08T15:00:00Z","2017-04-07T16:00:00Z",TOWER100876,"Talladega National Forest Tower","2010-01-01T00:00:00Z",,6.23,2.36,28.65,0.00,0.00,90.00,32.950461,-87.393269,166.19,-6.23,-2.36,270.00,180.00
"000.040",CFGLOC100910,"Talladega National Forest 2D Wind L4","2017-04-07T16:00:00Z",,TOWER100876,"Talladega National Forest Tower","2010-01-01T00:00:00Z",,6.23,2.36,28.65,0.00,0.00,270.00,32.950461,-87.393269,166.19,-6.23,-2.36,270.00,180.00
