HOR.VER,name,description,start,end,referenceName,referenceDescription,referenceStart,referenceEnd,xOffset,yOffset,zOffset,pitch,roll,azimuth,referenceLatitude,referenceLongitude,referenceElevation,eastOffset,northOffset,xAzimuth,yAzimuth
"000.010",CFGLOC101166,"Konza 2D Wind L1","2014-10-01T00:00:00Z","2017-04-25T23:59:59Z",TOWER101161,"Konza Tower","2010-01-01T00:00:00Z",,6.22,2.36,0.20,0.00,0.00,110.00,39.100781,-96.563083,414.43,-6.65,-0.09,290.00,200.00
"000.010",CFGLOC101166,"Konza 2D Wind L1","2017-04-26T00:00:00Z",,TOWER101161,"Konza Tower","2010-01-01T00:00:00Z",,6.22,2.36,0.20,0.00,0.00,290.00,39.100781,-96.563083,414.43,-6.65,-0.09,290.00,200.00
"000.020",CFGLOC101172,"Konza 2D Wind L2","2014-10-01T00:00:00Z","2017-04-25T23:59:59Z",TOWER101161,"Konza Tower","2010-01-01T00:00:00Z",,6.22,2.36,1.51,0.00,0.00,110.00,39.100781,-96.563083,414.43,-6.65,-0.09,290.00,200.00
"000.020",CFGLOC101172,"Konza 2D Wind L2","2017-04-26T00:00:00Z",,TOWER101161,"Konza Tower","2010-01-01T00:00:00Z",,6.22,2.36,1.51,0.00,0.00,290.00,39.100781,-96.563083,414.43,-6.65,-0.09,290.00,200.00
"000.030",CFGLOC101178,"Konza 2D Wind L3","2014-10-01T00:00:00Z","2017-04-25T23:59:59Z",TOWER101161,"Konza Tower","2010-01-01T00:00:00Z",,6.22,2.36,4.03,0.00,0.00,110.00,39.100781,-96.563083,414.43,-6.65,-0.09,290.00,200.00
"000.030",CFGLOC101178,"Konza 2D Wind L3","2017-04-26T00:00:00Z",,TOWER101161,"Konza Tower","2010-01-01T00:00:00Z",,6.22,2.36,4.03,0.00,0.00,290.00,39.100781,-96.563083,414.43,-6.65,-0.09,290.00,200.00
