HOR.VER,name,description,start,end,referenceName,referenceDescription,referenceStart,referenceEnd,xOffset,yOffset,zOffset,pitch,roll,azimuth,referenceLatitude,referenceLongitude,referenceElevation,eastOffset,northOffset,xAzimuth,yAzimuth
"000.010",CFGLOC100138,"Ordway-Swisher 2D Wind L1","2014-08-01T00:00:00Z","2017-04-19T14:59:59Z",TOWER100081,"Ordway-Swisher Tower","2010-01-01T00:00:00Z",,2.36,6.21,0.27,0.00,0.00,315.00,29.689289,-81.993431,46.03,2.72,-6.06,225.00,135.00
"000.010",CFGLOC100138,"Ordway-Swisher 2D Wind L1","2017-04-19T15:00:00Z",,TOWER100081,"Ordway-Swisher Tower","2010-01-01T00:00:00Z",,2.36,6.21,0.27,0.00,0.00,135.00,29.689289,-81.993431,46.03,2.72,-6.06,225.00,135.00
"000.020",CFGLOC100141,"Ordway-Swisher 2D Wind L2","2014-08-01T00:00:00Z","2017-04-19T14:59:59Z",TOWER100081,"Ordway-Swisher Tower","2010-01-01T00:00:00Z",,2.36,6.21,1.80,0.00,0.00,315.00,29.689289,-81.993431,46.03,2.72,-6.06,225.00,135.00
"000.020",CFGLOC100141,"Ordway-Swisher 2D Wind L2","2017-04-19T15:00:00Z",,TOWER100081,"Ordway-Swisher Tower","2010-01-01T00:00:00Z",,2.36,6.21,1.80,0.00,0.00,135.00,29.689289,-81.993431,46.03,2.72,-6.06,225.00,135.00
"000.030",CFGLOC100144,"Ordway-Swisher 2D Wind L3","2014-08-01T00:00:00Z","2017-04-19T14:59:59Z",TOWER100081,"Ordway-Swisher Tower","2010-01-01T00:00:00Z",,2.36,6.22,8.54,0.00,0.00,315.00,29.689289,-81.993431,46.03,2.73,-6.07,225.00,135.00
"000.030",CFGLOC100144,"Ordway-Swisher 2D Wind L3","2017-04-19T15:00:00Z",,TOWER100081,"Ordway-Swisher Tower","2010-01-01T00:00:00Z",,2.36,6.22,8.54,0.00,0.00,135.00,29.689289,-81.993431,46.03,2.73,-6.07,225.00,135.00
"000.040",CFGLOC100148,"Ordway-Swisher 2D Wind L4","2014-08-01T00:00:00Z","2017-04-19T14:59:59Z",TOWER100081,"Ordway-Swisher Tower","2010-01-01T00:00:00Z",,2.36,6.22,14.41,0.00,0.00,315.00,29.689289,-81.993431,46.03,2.73,-6.07,225.00,135.00
"000.040",CFGLOC100148,"Ordway-Swisher 2D Wind L4","2017-04-19T15:00:00Z",,TOWER100081,"Ordway-Swisher Tower","2010-01-01T00:00:00Z",,2.36,6.22,14.41,0.00,0.00,135.00,29.689289,-81.993431,46.03,2.73,-6.07,225.00,135.00
"000.050",CFGLOC100151,"Ordway-Swisher 2D Wind L5","2014-08-01T00:00:00Z","2017-04-19T14:59:59Z",TOWER100081,"Ordway-Swisher Tower","2010-01-01T00:00:00Z",,2.36,6.22,24.51,0.00,0.00,315.00,29.689289,-81.993431,46.03,2.73,-6.07,225.00,135.00
"000.050",CFGLOC100151,"Ordway-Swisher 2D Wind L5","2017-04-19T15:00:00Z",,TOWER100081,"Ordway-Swisher Tower","2010-01-01T00:00:00Z",,2.36,6.22,24.51,0.00,0.00,135.00,29.689289,-81.993431,46.03,2.73,-6.07,225.00,135.00
