HOR.VER,name,description,start,end,referenceName,referenceDescription,referenceStart,referenceEnd,xOffset,yOffset,zOffset,pitch,roll,azimuth,referenceLatitude,referenceLongitude,referenceElevation,eastOffset,northOffset,xAzimuth,yAzimuth
"200.000",CFGLOC103481,"Caribou Creek 2d Wind","2010-01-01T00:00:00Z",,CFGLOC103481,"Caribou Creek 2d Wind","2010-01-01T00:00:00Z",,0.00,0.41,3.08,0.00,0.00,0.00,65.153232,-147.503393,229.05,0.00,0.41,0.00,0.00
