HOR.VER,name,description,start,end,referenceName,referenceDescription,referenceStart,referenceEnd,xOffset,yOffset,zOffset,pitch,roll,azimuth,referenceLatitude,referenceLongitude,referenceElevation,eastOffset,northOffset,xAzimuth,yAzimuth
"000.010",CFGLOC102010,"Abby Road 2D Wind L1","2016-01-04T00:00:00Z","2017-05-02T21:30:00Z",TOWER102005,"Abby Road Tower","2010-01-01T00:00:00Z",,2.36,6.25,0.22,0.00,0.00,0.00,45.762439,-122.330317,364.55,-2.36,-6.25,270.00,180.00
"000.010",CFGLOC102010,"Abby Road 2D Wind L1","2017-05-02T21:30:00Z",,TOWER102005,"Abby Road Tower","2010-01-01T00:00:00Z",,2.36,6.25,0.22,0.00,0.00,180.00,45.762439,-122.330317,364.55,-2.36,-6.25,270.00,180.00
"000.020",CFGLOC102015,"Abby Road 2D Wind L2","2016-01-04T00:00:00Z","2017-05-02T21:30:00Z",TOWER102005,"Abby Road Tower","2010-01-01T00:00:00Z",,2.36,6.25,4.45,0.00,0.00,0.00,45.762439,-122.330317,364.55,-2.36,-6.25,270.00,180.00
"000.020",CFGLOC102015,"Abby Road 2D Wind L2","2017-05-02T21:30:00Z",,TOWER102005,"Abby Road Tower","2010-01-01T00:00:00Z",,2.36,6.25,4.45,0.00,0.00,180.00,45.762439,-122.330317,364.55,-2.36,-6.25,270.00,180.00
"000.030",CFGLOC102020,"Abby Road 2D Wind L3","2016-01-04T00:00:00Z","2017-05-02T21:30:00Z",TOWER102005,"Abby Road Tower","2010-01-01T00:00:00Z",,2.36,6.22,9.43,0.00,0.00,0.00,45.762439,-122.330317,364.55,-2.36,-6.22,270.00,180.00
"000.030",CFGLOC102020,"Abby Road 2D Wind L3","2017-05-02T21:30:00Z",,TOWER102005,"Abby Road Tower","2010-01-01T00:00:00Z",,2.36,6.22,9.43,0.00,0.00,180.00,45.762439,-122.330317,364.55,-2.36,-6.22,270.00,180.00
"000.040",CFGLOC110988,"Abby Road 2D Wind L4","2016-01-04T00:00:00Z","2017-05-02T21:30:00Z",TOWER102005,"Abby Road Tower","2010-01-01T00:00:00Z",,2.36,6.22,12.71,0.00,0.00,0.00,45.762439,-122.330317,364.55,-2.36,-6.22,270.00,180.00
"000.040",CFGLOC110988,"Abby Road 2D Wind L4","2017-05-02T21:30:00Z",,TOWER102005,"Abby Road Tower","2010-01-01T00:00:00Z",,2.36,6.22,12.71,0.00,0.00,180.00,45.762439,-122.330317,364.55,-2.36,-6.22,270.00,180.00
