HOR.VER,name,description,start,end,referenceName,referenceDescription,referenceStart,referenceEnd,xOffset,yOffset,zOffset,pitch,roll,azimuth,referenceLatitude,referenceLongitude,referenceElevation,eastOffset,northOffset,xAzimuth,yAzimuth
"000.010",CFGLOC100621,"Smithsonian Conservation 2D Wind L1","2014-12-01T00:00:00Z","2017-04-18T23:59:59Z",TOWER100594,"Smithsonian Conservation Tower","2010-01-01T00:00:00Z",,6.23,2.36,0.14,0.00,0.00,120.00,38.892925,-78.139494,352.43,-6.58,1.07,300.00,210.00
"000.010",CFGLOC100621,"Smithsonian Conservation 2D Wind L1","2017-04-19T00:00:00Z",,TOWER100594,"Smithsonian Conservation Tower","2010-01-01T00:00:00Z",,6.23,2.36,0.14,0.00,0.00,300.00,38.892925,-78.139494,352.43,-6.58,1.07,300.00,210.00
"000.020",CFGLOC100624,"Smithsonian Conservation 2D Wind L2","2014-12-01T00:00:00Z","2017-04-18T23:59:59Z",TOWER100594,"Smithsonian Conservation Tower","2010-01-01T00:00:00Z",,6.23,2.36,6.64,0.00,0.00,120.00,38.892925,-78.139494,352.43,-6.58,1.07,300.00,210.00
"000.020",CFGLOC100624,"Smithsonian Conservation 2D Wind L2","2017-04-19T00:00:00Z",,TOWER100594,"Smithsonian Conservation Tower","2010-01-01T00:00:00Z",,6.23,2.36,6.64,0.00,0.00,300.00,38.892925,-78.139494,352.43,-6.58,1.07,300.00,210.00
"000.030",CFGLOC100627,"Smithsonian Conservation 2D Wind L3","2014-12-01T00:00:00Z","2017-04-18T23:59:59Z",TOWER100594,"Smithsonian Conservation Tower","2010-01-01T00:00:00Z",,6.21,2.36,20.07,0.00,0.00,120.00,38.892925,-78.139494,352.43,-6.56,1.06,300.00,210.00
"000.030",CFGLOC100627,"Smithsonian Conservation 2D Wind L3","2017-04-19T00:00:00Z",,TOWER100594,"Smithsonian Conservation Tower","2010-01-01T00:00:00Z",,6.21,2.36,20.07,0.00,0.00,300.00,38.892925,-78.139494,352.43,-6.56,1.06,300.00,210.00
"000.040",CFGLOC100630,"Smithsonian Conservation 2D Wind L4","2014-12-01T00:00:00Z","2017-04-18T23:59:59Z",TOWER100594,"Smithsonian Conservation Tower","2010-01-01T00:00:00Z",,6.25,2.36,32.30,0.00,0.00,120.00,38.892925,-78.139494,352.43,-6.59,1.08,300.00,210.00
"000.040",CFGLOC100630,"Smithsonian Conservation 2D Wind L4","2017-04-19T00:00:00Z",,TOWER100594,"Smithsonian Conservation Tower","2010-01-01T00:00:00Z",,6.25,2.36,32.30,0.00,0.00,300.00,38.892925,-78.139494,352.43,-6.59,1.08,300.00,210.00
"000.050",CFGLOC100633,"Smithsonian Conservation 2D Wind L5","2014-12-01T00:00:00Z","2017-04-18T23:59:59Z",TOWER100594,"Smithsonian Conservation Tower","2010-01-01T00:00:00Z",,6.22,2.36,37.37,0.00,0.00,120.00,38.892925,-78.139494,352.43,-6.57,1.07,300.00,210.00
"000.050",CFGLOC100633,"Smithsonian Conservation 2D Wind L5","2017-04-19T00:00:00Z",,TOWER100594,"Smithsonian Conservation Tower","2010-01-01T00:00:00Z",,6.22,2.36,37.37,0.00,0.00,300.00,38.892925,-78.139494,352.43,-6.57,1.07,300.00,210.00
