HOR.VER,name,description,start,end,referenceName,referenceDescription,referenceStart,referenceEnd,xOffset,yOffset,zOffset,pitch,roll,azimuth,referenceLatitude,referenceLongitude,referenceElevation,eastOffset,northOffset,xAzimuth,yAzimuth
"000.010",CFGLOC112248,"Lower Teakettle 2D Wind L1","2010-01-01T00:00:00Z",,TOWER112228,"Lower Teakettle Tower","2010-01-01T00:00:00Z",,2.37,6.26,0.29,0.00,0.00,180.00,37.005842,-119.006039,2149.26,2.37,6.26,0.00,0.00
"000.020",CFGLOC112252,"Lower Teakettle 2D Wind L2","2010-01-01T00:00:00Z",,TOWER112228,"Lower Teakettle Tower","2010-01-01T00:00:00Z",,2.37,6.26,2.79,0.00,0.00,180.00,37.005842,-119.006039,2149.26,2.37,6.26,0.00,0.00
"000.030",CFGLOC112256,"Lower Teakettle 2D Wind L3","2010-01-01T00:00:00Z",,TOWER112228,"Lower Teakettle Tower","2010-01-01T00:00:00Z",,2.36,6.26,9.48,0.00,0.00,180.00,37.005842,-119.006039,2149.26,2.36,6.26,0.00,0.00
"000.040",CFGLOC112260,"Lower Teakettle 2D Wind L4","2010-01-01T00:00:00Z",,TOWER112228,"Lower Teakettle Tower","2010-01-01T00:00:00Z",,2.36,6.26,18.01,0.00,0.00,180.00,37.005842,-119.006039,2149.26,2.36,6.26,0.00,0.00
"000.050",CFGLOC112264,"Lower Teakettle 2D Wind L5","2010-01-01T00:00:00Z",,TOWER112228,"Lower Teakettle Tower","2010-01-01T00:00:00Z",,2.36,6.26,26.22,0.00,0.00,180.00,37.005842,-119.006039,2149.26,2.36,6.26,0.00,0.00
"000.060",CFGLOC112268,"Lower Teakettle 2D Wind L6","2018-06-18T00:00:00Z","2018-10-02T23:59:59Z",TOWER112228,"Lower Teakettle Tower","2010-01-01T00:00:00Z",,2.36,6.25,32.08,0.00,0.00,270.00,37.005842,-119.006039,2149.26,2.36,6.25,0.00,0.00
"000.060",CFGLOC112268,"Lower Teakettle 2D Wind L6","2018-10-03T00:00:00Z",,TOWER112228,"Lower Teakettle Tower","2010-01-01T00:00:00Z",,2.36,6.25,32.08,0.00,0.00,180.00,37.005842,-119.006039,2149.26,2.36,6.25,0.00,0.00
